labels,path
angry,../input/cremad/AudioWAV//1059_IOM_ANG_XX.wav
sad,../input/cremad/AudioWAV//1015_IEO_SAD_MD.wav
sad,../input/cremad/AudioWAV//1070_ITS_SAD_XX.wav
angry,../input/cremad/AudioWAV//1016_IEO_ANG_HI.wav
sad,../input/cremad/AudioWAV//1040_IOM_SAD_XX.wav
happy,../input/cremad/AudioWAV//1001_MTI_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1077_ITS_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1090_IEO_DIS_LO.wav
angry,../input/cremad/AudioWAV//1044_TIE_ANG_XX.wav
happy,../input/cremad/AudioWAV//1066_IEO_HAP_HI.wav
sad,../input/cremad/AudioWAV//1050_DFA_SAD_XX.wav
fear,../input/cremad/AudioWAV//1042_IWW_FEA_XX.wav
happy,../input/cremad/AudioWAV//1017_MTI_HAP_XX.wav
disgust,../input/cremad/AudioWAV//1070_MTI_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1036_IEO_DIS_LO.wav
neutral,../input/cremad/AudioWAV//1026_TIE_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1062_WSI_DIS_XX.wav
sad,../input/cremad/AudioWAV//1031_IWW_SAD_XX.wav
fear,../input/cremad/AudioWAV//1068_IEO_FEA_MD.wav
happy,../input/cremad/AudioWAV//1050_IEO_HAP_LO.wav
neutral,../input/cremad/AudioWAV//1048_ITS_NEU_XX.wav
neutral,../input/cremad/AudioWAV//1064_WSI_NEU_XX.wav
fear,../input/cremad/AudioWAV//1039_IEO_FEA_LO.wav
angry,../input/cremad/AudioWAV//1088_IWW_ANG_XX.wav
angry,../input/cremad/AudioWAV//1066_DFA_ANG_XX.wav
disgust,../input/cremad/AudioWAV//1050_MTI_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1077_IWW_DIS_XX.wav
happy,../input/cremad/AudioWAV//1041_IEO_HAP_LO.wav
angry,../input/cremad/AudioWAV//1016_TSI_ANG_XX.wav
fear,../input/cremad/AudioWAV//1065_ITH_FEA_XX.wav
happy,../input/cremad/AudioWAV//1067_DFA_HAP_XX.wav
sad,../input/cremad/AudioWAV//1005_IWL_SAD_XX.wav
happy,../input/cremad/AudioWAV//1014_MTI_HAP_XX.wav
sad,../input/cremad/AudioWAV//1051_TAI_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1011_IEO_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1050_TIE_DIS_XX.wav
fear,../input/cremad/AudioWAV//1022_ITS_FEA_XX.wav
neutral,../input/cremad/AudioWAV//1083_TIE_NEU_XX.wav
neutral,../input/cremad/AudioWAV//1077_IWW_NEU_XX.wav
sad,../input/cremad/AudioWAV//1041_ITH_SAD_XX.wav
fear,../input/cremad/AudioWAV//1036_IWW_FEA_XX.wav
happy,../input/cremad/AudioWAV//1036_DFA_HAP_XX.wav
disgust,../input/cremad/AudioWAV//1038_ITS_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1040_IEO_DIS_LO.wav
happy,../input/cremad/AudioWAV//1067_MTI_HAP_XX.wav
sad,../input/cremad/AudioWAV//1036_MTI_SAD_XX.wav
angry,../input/cremad/AudioWAV//1039_TIE_ANG_XX.wav
fear,../input/cremad/AudioWAV//1083_WSI_FEA_XX.wav
sad,../input/cremad/AudioWAV//1036_WSI_SAD_XX.wav
sad,../input/cremad/AudioWAV//1044_IEO_SAD_MD.wav
angry,../input/cremad/AudioWAV//1014_IWW_ANG_XX.wav
happy,../input/cremad/AudioWAV//1051_TAI_HAP_XX.wav
happy,../input/cremad/AudioWAV//1040_IWW_HAP_XX.wav
sad,../input/cremad/AudioWAV//1057_TSI_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1038_MTI_NEU_XX.wav
neutral,../input/cremad/AudioWAV//1042_ITS_NEU_XX.wav
fear,../input/cremad/AudioWAV//1057_WSI_FEA_XX.wav
fear,../input/cremad/AudioWAV//1045_MTI_FEA_XX.wav
happy,../input/cremad/AudioWAV//1077_ITS_HAP_XX.wav
sad,../input/cremad/AudioWAV//1044_IOM_SAD_XX.wav
happy,../input/cremad/AudioWAV//1026_IEO_HAP_MD.wav
disgust,../input/cremad/AudioWAV//1069_MTI_DIS_XX.wav
sad,../input/cremad/AudioWAV//1048_IEO_SAD_MD.wav
fear,../input/cremad/AudioWAV//1064_IOM_FEA_XX.wav
happy,../input/cremad/AudioWAV//1001_IWW_HAP_XX.wav
happy,../input/cremad/AudioWAV//1040_DFA_HAP_XX.wav
angry,../input/cremad/AudioWAV//1022_MTI_ANG_XX.wav
happy,../input/cremad/AudioWAV//1065_TAI_HAP_XX.wav
angry,../input/cremad/AudioWAV//1045_TSI_ANG_XX.wav
happy,../input/cremad/AudioWAV//1077_TAI_HAP_XX.wav
happy,../input/cremad/AudioWAV//1034_TIE_HAP_XX.wav
angry,../input/cremad/AudioWAV//1022_IEO_ANG_MD.wav
sad,../input/cremad/AudioWAV//1036_IWW_SAD_XX.wav
fear,../input/cremad/AudioWAV//1048_IEO_FEA_HI.wav
disgust,../input/cremad/AudioWAV//1048_MTI_DIS_XX.wav
sad,../input/cremad/AudioWAV//1070_ITH_SAD_XX.wav
angry,../input/cremad/AudioWAV//1086_TIE_ANG_XX.wav
sad,../input/cremad/AudioWAV//1023_IEO_SAD_HI.wav
disgust,../input/cremad/AudioWAV//1086_IWL_DIS_XX.wav
happy,../input/cremad/AudioWAV//1017_ITS_HAP_XX.wav
disgust,../input/cremad/AudioWAV//1050_IEO_DIS_HI.wav
sad,../input/cremad/AudioWAV//1036_TIE_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1044_ITS_NEU_XX.wav
angry,../input/cremad/AudioWAV//1071_ITS_ANG_XX.wav
sad,../input/cremad/AudioWAV//1036_ITS_SAD_XX.wav
sad,../input/cremad/AudioWAV//1042_IEO_SAD_LO.wav
sad,../input/cremad/AudioWAV//1066_IWW_SAD_XX.wav
happy,../input/cremad/AudioWAV//1034_IEO_HAP_MD.wav
neutral,../input/cremad/AudioWAV//1069_TAI_NEU_XX.wav
fear,../input/cremad/AudioWAV//1062_ITS_FEA_XX.wav
angry,../input/cremad/AudioWAV//1015_ITH_ANG_XX.wav
happy,../input/cremad/AudioWAV//1088_MTI_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1040_IOM_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1087_MTI_DIS_XX.wav
fear,../input/cremad/AudioWAV//1022_IEO_FEA_HI.wav
disgust,../input/cremad/AudioWAV//1081_MTI_DIS_XX.wav
fear,../input/cremad/AudioWAV//1017_WSI_FEA_XX.wav
neutral,../input/cremad/AudioWAV//1048_TIE_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1067_WSI_DIS_XX.wav
neutral,../input/cremad/AudioWAV//1027_IWW_NEU_XX.wav
happy,../input/cremad/AudioWAV//1027_IEO_HAP_MD.wav
angry,../input/cremad/AudioWAV//1036_DFA_ANG_XX.wav
fear,../input/cremad/AudioWAV//1085_IEO_FEA_LO.wav
happy,../input/cremad/AudioWAV//1064_TIE_HAP_XX.wav
fear,../input/cremad/AudioWAV//1027_MTI_FEA_XX.wav
fear,../input/cremad/AudioWAV//1026_IEO_FEA_HI.wav
disgust,../input/cremad/AudioWAV//1062_DFA_DIS_XX.wav
angry,../input/cremad/AudioWAV//1033_DFA_ANG_XX.wav
happy,../input/cremad/AudioWAV//1036_MTI_HAP_XX.wav
angry,../input/cremad/AudioWAV//1031_IEO_ANG_LO.wav
disgust,../input/cremad/AudioWAV//1017_IOM_DIS_XX.wav
sad,../input/cremad/AudioWAV//1044_IEO_SAD_HI.wav
disgust,../input/cremad/AudioWAV//1017_IWL_DIS_XX.wav
happy,../input/cremad/AudioWAV//1022_TSI_HAP_XX.wav
sad,../input/cremad/AudioWAV//1005_IWW_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1016_WSI_NEU_XX.wav
angry,../input/cremad/AudioWAV//1070_IEO_ANG_MD.wav
fear,../input/cremad/AudioWAV//1066_TSI_FEA_XX.wav
sad,../input/cremad/AudioWAV//1086_DFA_SAD_XX.wav
happy,../input/cremad/AudioWAV//1068_IEO_HAP_HI.wav
neutral,../input/cremad/AudioWAV//1057_MTI_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1027_MTI_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1083_TAI_DIS_XX.wav
sad,../input/cremad/AudioWAV//1077_TIE_SAD_XX.wav
happy,../input/cremad/AudioWAV//1083_TSI_HAP_XX.wav
happy,../input/cremad/AudioWAV//1027_IWL_HAP_XX.wav
fear,../input/cremad/AudioWAV//1033_TIE_FEA_XX.wav
disgust,../input/cremad/AudioWAV//1042_WSI_DIS_XX.wav
fear,../input/cremad/AudioWAV//1085_IEO_FEA_HI.wav
happy,../input/cremad/AudioWAV//1087_MTI_HAP_XX.wav
angry,../input/cremad/AudioWAV//1067_IEO_ANG_HI.wav
neutral,../input/cremad/AudioWAV//1016_IOM_NEU_XX.wav
sad,../input/cremad/AudioWAV//1086_ITH_SAD_XX.wav
sad,../input/cremad/AudioWAV//1064_MTI_SAD_XX.wav
angry,../input/cremad/AudioWAV//1062_IWW_ANG_XX.wav
sad,../input/cremad/AudioWAV//1035_IEO_SAD_HI.wav
neutral,../input/cremad/AudioWAV//1005_WSI_NEU_XX.wav
angry,../input/cremad/AudioWAV//1045_TAI_ANG_XX.wav
fear,../input/cremad/AudioWAV//1051_IWW_FEA_XX.wav
happy,../input/cremad/AudioWAV//1057_IEO_HAP_MD.wav
disgust,../input/cremad/AudioWAV//1087_IOM_DIS_XX.wav
sad,../input/cremad/AudioWAV//1066_TSI_SAD_XX.wav
sad,../input/cremad/AudioWAV//1044_MTI_SAD_XX.wav
sad,../input/cremad/AudioWAV//1022_IWL_SAD_XX.wav
sad,../input/cremad/AudioWAV//1005_TAI_SAD_XX.wav
sad,../input/cremad/AudioWAV//1040_ITH_SAD_X.wav
happy,../input/cremad/AudioWAV//1085_IEO_HAP_LO.wav
fear,../input/cremad/AudioWAV//1022_TSI_FEA_XX.wav
disgust,../input/cremad/AudioWAV//1062_IWW_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1044_IOM_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1088_WSI_DIS_XX.wav
angry,../input/cremad/AudioWAV//1062_IEO_ANG_HI.wav
neutral,../input/cremad/AudioWAV//1048_IEO_NEU_XX.wav
angry,../input/cremad/AudioWAV//1090_DFA_ANG_XX.wav
disgust,../input/cremad/AudioWAV//1066_IEO_DIS_MD.wav
happy,../input/cremad/AudioWAV//1085_ITS_HAP_XX.wav
sad,../input/cremad/AudioWAV//1022_IOM_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1022_ITH_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1069_TIE_DIS_XX.wav
fear,../input/cremad/AudioWAV//1086_ITH_FEA_XX.wav
neutral,../input/cremad/AudioWAV//1080_IEO_NEU_XX.wav
happy,../input/cremad/AudioWAV//1042_IOM_HAP_XX.wav
sad,../input/cremad/AudioWAV//1027_TIE_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1014_DFA_NEU_XX.wav
fear,../input/cremad/AudioWAV//1065_WSI_FEA_XX.wav
happy,../input/cremad/AudioWAV//1064_WSI_HAP_XX.wav
angry,../input/cremad/AudioWAV//1067_TAI_ANG_XX.wav
neutral,../input/cremad/AudioWAV//1050_ITS_NEU_XX.wav
happy,../input/cremad/AudioWAV//1014_IOM_HAP_XX.wav
disgust,../input/cremad/AudioWAV//1059_TIE_DIS_XX.wav
sad,../input/cremad/AudioWAV//1086_IEO_SAD_MD.wav
neutral,../input/cremad/AudioWAV//1032_MTI_NEU_XX.wav
angry,../input/cremad/AudioWAV//1034_IEO_ANG_HI.wav
neutral,../input/cremad/AudioWAV//1059_TAI_NEU_XX.wav
happy,../input/cremad/AudioWAV//1070_ITS_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1090_WSI_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1016_IEO_DIS_MD.wav
neutral,../input/cremad/AudioWAV//1068_IWL_NEU_XX.wav
sad,../input/cremad/AudioWAV//1070_IEO_SAD_HI.wav
sad,../input/cremad/AudioWAV//1011_TSI_SAD_XX.wav
fear,../input/cremad/AudioWAV//1045_IEO_FEA_HI.wav
fear,../input/cremad/AudioWAV//1085_TIE_FEA_XX.wav
angry,../input/cremad/AudioWAV//1051_IOM_ANG_XX.wav
fear,../input/cremad/AudioWAV//1085_ITH_FEA_XX.wav
disgust,../input/cremad/AudioWAV//1011_TIE_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1038_IEO_DIS_MD.wav
happy,../input/cremad/AudioWAV//1033_IEO_HAP_LO.wav
sad,../input/cremad/AudioWAV//1051_TIE_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1014_MTI_DIS_XX.wav
happy,../input/cremad/AudioWAV//1032_ITS_HAP_XX.wav
fear,../input/cremad/AudioWAV//1005_ITH_FEA_XX.wav
angry,../input/cremad/AudioWAV//1085_ITS_ANG_XX.wav
neutral,../input/cremad/AudioWAV//1023_IEO_NEU_XX.wav
sad,../input/cremad/AudioWAV//1066_TAI_SAD_XX.wav
fear,../input/cremad/AudioWAV//1087_MTI_FEA_XX.wav
happy,../input/cremad/AudioWAV//1017_TIE_HAP_XX.wav
happy,../input/cremad/AudioWAV//1005_TSI_HAP_XX.wav
sad,../input/cremad/AudioWAV//1067_IEO_SAD_MD.wav
happy,../input/cremad/AudioWAV//1034_TSI_HAP_XX.wav
happy,../input/cremad/AudioWAV//1083_TIE_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1051_TIE_NEU_XX.wav
angry,../input/cremad/AudioWAV//1059_ITH_ANG_XX.wav
disgust,../input/cremad/AudioWAV//1057_MTI_DIS_XX.wav
fear,../input/cremad/AudioWAV//1044_IEO_FEA_LO.wav
happy,../input/cremad/AudioWAV//1022_IEO_HAP_HI.wav
happy,../input/cremad/AudioWAV//1083_IWW_HAP_XX.wav
fear,../input/cremad/AudioWAV//1023_IEO_FEA_LO.wav
happy,../input/cremad/AudioWAV//1086_MTI_HAP_XX.wav
disgust,../input/cremad/AudioWAV//1034_ITS_DIS_XX.wav
neutral,../input/cremad/AudioWAV//1040_ITH_NEU_XX.wav
happy,../input/cremad/AudioWAV//1038_TIE_HAP_XX.wav
angry,../input/cremad/AudioWAV//1040_IOM_ANG_XX.wav
fear,../input/cremad/AudioWAV//1069_DFA_FEA_XX.wav
happy,../input/cremad/AudioWAV//1088_IWL_HAP_XX.wav
happy,../input/cremad/AudioWAV//1071_IEO_HAP_LO.wav
disgust,../input/cremad/AudioWAV//1022_IWL_DIS_XX.wav
sad,../input/cremad/AudioWAV//1036_DFA_SAD_XX.wav
sad,../input/cremad/AudioWAV//1083_TAI_SAD_XX.wav
angry,../input/cremad/AudioWAV//1033_IEO_ANG_MD.wav
sad,../input/cremad/AudioWAV//1034_IWW_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1034_IOM_NEU_XX.wav
sad,../input/cremad/AudioWAV//1065_IWL_SAD_XX.wav
fear,../input/cremad/AudioWAV//1087_IEO_FEA_MD.wav
sad,../input/cremad/AudioWAV//1045_IWL_SAD_XX.wav
sad,../input/cremad/AudioWAV//1066_IEO_SAD_HI.wav
happy,../input/cremad/AudioWAV//1085_IWL_HAP_XX.wav
angry,../input/cremad/AudioWAV//1015_IEO_ANG_MD.wav
angry,../input/cremad/AudioWAV//1069_TAI_ANG_XX.wav
disgust,../input/cremad/AudioWAV//1048_WSI_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1083_TIE_DIS_XX.wav
happy,../input/cremad/AudioWAV//1051_DFA_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1026_MTI_NEU_XX.wav
sad,../input/cremad/AudioWAV//1065_ITH_SAD_XX.wav
fear,../input/cremad/AudioWAV//1026_TAI_FEA_XX.wav
angry,../input/cremad/AudioWAV//1023_IEO_ANG_LO.wav
fear,../input/cremad/AudioWAV//1045_IWL_FEA_XX.wav
angry,../input/cremad/AudioWAV//1066_TSI_ANG_XX.wav
angry,../input/cremad/AudioWAV//1038_DFA_ANG_XX.wav
fear,../input/cremad/AudioWAV//1041_IEO_FEA_MD.wav
angry,../input/cremad/AudioWAV//1077_IWL_ANG_XX.wav
sad,../input/cremad/AudioWAV//1042_IWW_SAD_XX.wav
angry,../input/cremad/AudioWAV//1071_IWL_ANG_XX.wav
disgust,../input/cremad/AudioWAV//1062_TAI_DIS_XX.wav
neutral,../input/cremad/AudioWAV//1077_IEO_NEU_XX.wav
fear,../input/cremad/AudioWAV//1036_IWL_FEA_XX.wav
sad,../input/cremad/AudioWAV//1027_IEO_SAD_LO.wav
disgust,../input/cremad/AudioWAV//1044_ITH_DIS_XX.wav
neutral,../input/cremad/AudioWAV//1035_ITS_NEU_XX.wav
happy,../input/cremad/AudioWAV//1041_IWW_HAP_XX.wav
angry,../input/cremad/AudioWAV//1026_TAI_ANG_XX.wav
angry,../input/cremad/AudioWAV//1085_IEO_ANG_HI.wav
fear,../input/cremad/AudioWAV//1044_ITS_FEA_XX.wav
happy,../input/cremad/AudioWAV//1048_ITH_HAP_XX.wav
angry,../input/cremad/AudioWAV//1068_IWL_ANG_XX.wav
neutral,../input/cremad/AudioWAV//1027_TIE_NEU_XX.wav
angry,../input/cremad/AudioWAV//1014_TSI_ANG_XX.wav
angry,../input/cremad/AudioWAV//1035_IOM_ANG_XX.wav
disgust,../input/cremad/AudioWAV//1023_ITH_DIS_XX.wav
sad,../input/cremad/AudioWAV//1086_TSI_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1044_TAI_DIS_XX.wav
happy,../input/cremad/AudioWAV//1036_IWL_HAP_XX.wav
angry,../input/cremad/AudioWAV//1016_TAI_ANG_XX.wav
fear,../input/cremad/AudioWAV//1080_TSI_FEA_XX.wav
happy,../input/cremad/AudioWAV//1064_DFA_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1057_IEO_NEU_XX.wav
sad,../input/cremad/AudioWAV//1014_ITS_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1022_MTI_NEU_XX.wav
neutral,../input/cremad/AudioWAV//1035_DFA_NEU_XX.wav
fear,../input/cremad/AudioWAV//1027_ITH_FEA_XX.wav
fear,../input/cremad/AudioWAV//1022_ITH_FEA_XX.wav
fear,../input/cremad/AudioWAV//1033_MTI_FEA_XX.wav
sad,../input/cremad/AudioWAV//1039_ITH_SAD_XX.wav
happy,../input/cremad/AudioWAV//1045_TSI_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1066_ITH_NEU_XX.wav
neutral,../input/cremad/AudioWAV//1086_TIE_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1064_DFA_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1027_TAI_DIS_XX.wav
angry,../input/cremad/AudioWAV//1011_IEO_ANG_MD.wav
disgust,../input/cremad/AudioWAV//1045_IWL_DIS_XX.wav
fear,../input/cremad/AudioWAV//1017_IEO_FEA_LO.wav
fear,../input/cremad/AudioWAV//1039_IEO_FEA_HI.wav
fear,../input/cremad/AudioWAV//1001_IEO_FEA_MD.wav
fear,../input/cremad/AudioWAV//1066_IEO_FEA_LO.wav
neutral,../input/cremad/AudioWAV//1016_TIE_NEU_XX.wav
happy,../input/cremad/AudioWAV//1017_DFA_HAP_XX.wav
angry,../input/cremad/AudioWAV//1064_TIE_ANG_XX.wav
happy,../input/cremad/AudioWAV//1059_TSI_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1022_TIE_NEU_XX.wav
fear,../input/cremad/AudioWAV//1071_TIE_FEA_XX.wav
fear,../input/cremad/AudioWAV//1005_ITS_FEA_XX.wav
sad,../input/cremad/AudioWAV//1034_TAI_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1026_IEO_DIS_MD.wav
disgust,../input/cremad/AudioWAV//1027_IWL_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1085_IEO_DIS_LO.wav
happy,../input/cremad/AudioWAV//1034_IOM_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1032_IOM_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1077_WSI_DIS_XX.wav
happy,../input/cremad/AudioWAV//1034_IWW_HAP_XX.wav
disgust,../input/cremad/AudioWAV//1068_TAI_DIS_XX.wav
angry,../input/cremad/AudioWAV//1065_IEO_ANG_MD.wav
fear,../input/cremad/AudioWAV//1044_TIE_FEA_XX.wav
fear,../input/cremad/AudioWAV//1059_ITH_FEA_XX.wav
sad,../input/cremad/AudioWAV//1040_TIE_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1067_IWL_DIS_XX.wav
neutral,../input/cremad/AudioWAV//1045_TAI_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1077_IOM_DIS_XX.wav
neutral,../input/cremad/AudioWAV//1019_IOM_NEU_XX.wav
fear,../input/cremad/AudioWAV//1070_IEO_FEA_HI.wav
sad,../input/cremad/AudioWAV//1026_IWW_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1038_ITH_DIS_XX.wav
angry,../input/cremad/AudioWAV//1083_IWW_ANG_XX.wav
happy,../input/cremad/AudioWAV//1083_IEO_HAP_LO.wav
neutral,../input/cremad/AudioWAV//1032_IWL_NEU_XX.wav
fear,../input/cremad/AudioWAV//1011_ITS_FEA_XX.wav
disgust,../input/cremad/AudioWAV//1033_MTI_DIS_XX.wav
angry,../input/cremad/AudioWAV//1017_MTI_ANG_XX.wav
neutral,../input/cremad/AudioWAV//1067_IWL_NEU_XX.wav
fear,../input/cremad/AudioWAV//1057_IOM_FEA_XX.wav
sad,../input/cremad/AudioWAV//1070_IWW_SAD_XX.wav
happy,../input/cremad/AudioWAV//1077_TIE_HAP_XX.wav
fear,../input/cremad/AudioWAV//1026_WSI_FEA_XX.wav
neutral,../input/cremad/AudioWAV//1032_IWW_NEU_XX.wav
happy,../input/cremad/AudioWAV//1057_IEO_HAP_LO.wav
angry,../input/cremad/AudioWAV//1044_IWL_ANG_XX.wav
neutral,../input/cremad/AudioWAV//1065_TIE_NEU_XX.wav
happy,../input/cremad/AudioWAV//1057_TIE_HAP_XX.wav
sad,../input/cremad/AudioWAV//1042_IEO_SAD_HI.wav
neutral,../input/cremad/AudioWAV//1067_ITS_NEU_XX.wav
sad,../input/cremad/AudioWAV//1068_IWW_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1067_IEO_DIS_LO.wav
disgust,../input/cremad/AudioWAV//1051_WSI_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1070_ITS_DIS_XX.wav
happy,../input/cremad/AudioWAV//1015_TIE_HAP_XX.wav
happy,../input/cremad/AudioWAV//1070_TSI_HAP_XX.wav
disgust,../input/cremad/AudioWAV//1066_TAI_DIS_XX.wav
happy,../input/cremad/AudioWAV//1065_WSI_HAP_XX.wav
sad,../input/cremad/AudioWAV//1085_TSI_SAD_XX.wav
angry,../input/cremad/AudioWAV//1011_DFA_ANG_XX.wav
sad,../input/cremad/AudioWAV//1038_MTI_SAD_XX.wav
sad,../input/cremad/AudioWAV//1077_ITS_SAD_XX.wav
sad,../input/cremad/AudioWAV//1067_ITH_SAD_XX.wav
happy,../input/cremad/AudioWAV//1005_IEO_HAP_HI.wav
sad,../input/cremad/AudioWAV//1087_IEO_SAD_LO.wav
sad,../input/cremad/AudioWAV//1086_ITS_SAD_XX.wav
sad,../input/cremad/AudioWAV//1086_IEO_SAD_LO.wav
neutral,../input/cremad/AudioWAV//1014_IEO_NEU_XX.wav
fear,../input/cremad/AudioWAV//1027_IWL_FEA_XX.wav
neutral,../input/cremad/AudioWAV//1005_TIE_NEU_XX.wav
angry,../input/cremad/AudioWAV//1044_ITH_ANG_XX.wav
sad,../input/cremad/AudioWAV//1080_TIE_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1081_IEO_NEU_XX.wav
neutral,../input/cremad/AudioWAV//1035_TSI_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1057_IOM_DIS_XX.wav
happy,../input/cremad/AudioWAV//1070_DFA_HAP_XX.wav
fear,../input/cremad/AudioWAV//1062_TIE_FEA_XX.wav
sad,../input/cremad/AudioWAV//1033_ITS_SAD_XX.wav
fear,../input/cremad/AudioWAV//1022_IEO_FEA_MD.wav
sad,../input/cremad/AudioWAV//1069_TAI_SAD_XX.wav
sad,../input/cremad/AudioWAV//1085_WSI_SAD_XX.wav
happy,../input/cremad/AudioWAV//1077_WSI_HAP_XX.wav
sad,../input/cremad/AudioWAV//1050_TAI_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1016_ITH_DIS_XX.wav
neutral,../input/cremad/AudioWAV//1070_IWW_NEU_XX.wav
happy,../input/cremad/AudioWAV//1050_IEO_HAP_MD.wav
neutral,../input/cremad/AudioWAV//1033_TAI_NEU_XX.wav
disgust,../input/cremad/AudioWAV//1086_IWW_DIS_XX.wav
disgust,../input/cremad/AudioWAV//1032_DFA_DIS_XX.wav
happy,../input/cremad/AudioWAV//1065_IOM_HAP_XX.wav
sad,../input/cremad/AudioWAV//1031_IEO_SAD_LO.wav
fear,../input/cremad/AudioWAV//1042_ITH_FEA_XX.wav
disgust,../input/cremad/AudioWAV//1050_IWL_DIS_XX.wav
sad,../input/cremad/AudioWAV//1023_DFA_SAD_XX.wav
neutral,../input/cremad/AudioWAV//1088_IEO_NEU_XX.wav
happy,../input/cremad/AudioWAV//1032_TAI_HAP_XX.wav
neutral,../input/cremad/AudioWAV//1041_TSI_NEU_XX.wav
fear,../input/cremad/AudioWAV//1042_IWL_FEA_XX.wav
neutral,../input/cremad/AudioWAV//1033_DFA_NEU_XX.wav
angry,../input/cremad/AudioWAV//1085_TSI_ANG_XX.wav
angry,../input/cremad/AudioWAV//1051_IEO_ANG_MD.wav
neutral,../input/cremad/AudioWAV//1048_TAI_NEU_XX.wav
angry,../input/cremad/AudioWAV//1067_IEO_ANG_LO.wav
angry,../input/cremad/AudioWAV//1036_TAI_ANG_XX.wav
happy,../input/cremad/AudioWAV//1023_IEO_HAP_LO.wav
fear,../input/cremad/AudioWAV//1016_DFA_FEA_XX.wav
neutral,../input/cremad/AudioWAV//1040_TSI_NEU_XX.wav
angry,../input/cremad/AudioWAV//1036_IEO_ANG_HI.wav
disgust,../input/cremad/AudioWAV//1005_TSI_DIS_XX.wav
fear,../input/cremad/AudioWAV//1041_IWL_FEA_XX.wav
happy,../input/cremad/AudioWAV//1042_ITH_HAP_XX.wav
sad,../input/cremad/AudioWAV//1090_ITH_SAD_XX.wav
happy,../input/cremad/AudioWAV//1083_IEO_HAP_HI.wav
angry,../input/cremad/AudioWAV//1051_MTI_ANG_XX.wav
neutral,../input/cremad/AudioWAV//1067_IOM_NEU_XX.wav
happy,../input/cremad/AudioWAV//1090_TSI_HAP_XX.wav
disgust,../input/cremad/AudioWAV//1044_TIE_DIS_XX.wav
sad,../input/cremad/AudioWAV//1048_DFA_SAD_XX.wav
fear,../input/cremad/AudioWAV//1081_DFA_FEA_XX.wav
disgust,../input/cremad/AudioWAV//1066_TSI_DIS_XX.wav
angry,../input/cremad/AudioWAV//1059_IEO_ANG_MD.wav
neutral,../input/cremad/AudioWAV//1038_IWW_NEU_XX.wav
neutral,../input/cremad/AudioWAV//1069_TSI_NEU_XX.wav
fear,../input/cremad/AudioWAV//1065_TSI_FEA_XX.wav
disgust,../input/cremad/AudioWAV//1011_WSI_DIS_XX.wav
happy,../input/cremad/AudioWAV//1040_ITH_HAP_XX.wav
sad,../input/cremad/AudioWAV//1026_IWL_SAD_XX.wav
disgust,../input/cremad/AudioWAV//1067_DFA_DIS_XX.wav
fear,../input/cremad/AudioWAV//1023_ITH_FEA_XX.wav
